Time,Pixel0,Pixel1,Pixel2,Pixel3,Pixel4
1.0,11.20701654808579,78.8074332766119,60.45679693477848,47.53848406290331,39.99026917762049
1.5,15.60572136633047,11.322029510181096,-16.519022418144345,23.677677672075845,1.9135938695569905
2.0,-24.033618651713567,-49.120024782156605,-2.9616623459682216,8.980831172984097,21.13447460685427
2.5,32.89885122711621,20.125036602217904,-7.581833536996328,-61.168093258567865,-32.27396103376984
3.0,5.524034238205616,15.586552539314567,25.812445096673144,11.793276269657241,-0.7163081438506822
3.5,-23.524034238205616,-26.35092915957648,-8.081687128124827,19.451785114717268,-8.49513458881026
4.0,30.33647933487879,9.60100236401226,0.4134474606854326,-2.9085820494957204,22.55765288991921
4.5,-24.99026917762052,8.547922067539702,-7.307579685483432,3.211442732660913,-17.461515937096692
5.0,4.649070840423519,-0.6971393168347504,-9.716308143850682,-0.6201711910281347,15.384547811290048
5.5,3.3653789842741446,-10.302860683165221,-11.572102714616875,-2.096136952822519,11.60572136633047
6.0,-11.177824080947317,25.79799527197548,26.033618651713596,0.3173105078629135,-21.971100350604644
6.5,1.7163081438506538,-5.10085595514073,23.100855955140702,14.062518301108923,4.221173555040423
7.0,0.12002478215663359,-44.75464579788243,-38.25007320443575,-41.067237303427106,-17.048068476411288
7.5,-9.490122768749018,29.821883101309595,6.942493518952318,38.797995271975424,36.927750876511595
8.0,-0.2789728538311351,1.062518301108895,-3.7932762696572695,-16.980831172984068,-41.00943800463642
8.5,51.30757968548346,25.567383712298692,13.370097986592356,-15.850782750704951,25.60572136633047
9.0,-39.831613923689076,-4.437628107762578,-1.8171640989913556,30.13919360917248,-22.05278747872947
9.5,-14.110586777520211,-20.13447460685427,18.78826444959597,-8.03833765403175,-3.504865411189712
10.0,15.557652889919183,-27.44706611239903,-39.894132224798,-0.26924203145165393,34.05278747872944
10.5,16.033618651713596,30.067237303427135,8.379828808971865,-10.20672373034273,-14.273961033769865
11.0,-17.05278747872947,16.74992679556425,22.35092915957648,4.9519315235887404,-12.0
11.5,-10.74520779324601,-18.826894921370865,-11.668239667439394,5.384547811290105,-4.144205429233779
12.0,11.908582049495664,-11.389266813608288,19.514303415826163,14.918312871875116,17.04806847641126
12.5,-14.528753240523827,7.168093258567893,-24.74019597318477,1.1969929079632493,-9.096136952822519
13.0,10.442347110080817,21.24034238205627,11.240342382056326,-11.624890193346346,6.701858319153018
13.5,20.355648161894692,-0.15865525393144253,-24.528753240523855,-11.139486426915568,-7.528753240523855
14.0,4.7932762696572695,-1.9902691776205188,34.514303415826134,29.807726094354962,23.874963397782125
14.5,-38.120024782156605,-2.2309043774198756,-8.240342382056298,-9.475965761794356,-15.932762696572865
15.0,16.307579685483432,-2.749926795564221,-8.99528099768176,-35.721027146168865,-10.841344746068529
15.5,-45.071956305745346,-16.04334947409305,-2.129755604536115,16.894132224798,-9.649070840423548
16.0,41.03833765403178,22.125036602217875,9.538484062903308,9.937481698891077,13.360659981955962
16.5,12.322029510181125,-21.023887829334086,-2.899144044859298,-8.211442732660942,14.81244509667323
17.0,-22.884401402418547,18.83633292600726,-2.307579685483404,5.620171191028135,4.7354769708665
17.5,23.869951577720826,-15.456504117035394,14.514303415826134,8.19227390564501,-9.120024782156577
18.0,6.250073204435779,27.754645797882404,-9.735476970866529,-14.620171191028106,-1.6490708404235193
18.5,-9.552933887600972,-13.033618651713567,-2.3028606831652496,11.466234939414903,-14.576821716935115
19.0,-11.79799527197548,-9.096136952822519,7.668239667439394,14.221173555040394,17.00471900231821
19.5,-1.9663813482864612,-18.35092915957648,-22.682689492137058,-18.50958441350795,-2.4904155864920483
20.0,9.11058677752024,15.586552539314567,23.49513458881026,9.601002364012231,8.206723730342702
20.5,2.2739610337698366,-11.543203065221519,-4.379828808971865,-2.538484062903308,-7.8124450966731445
21.0,-4.5912715416327785,4.355648161894692,-25.2595112090722,-16.730757968548318,1.2258925573586055
21.5,-39.99026917762052,-0.9183128718751732,20.95665052590695,-0.36537898427417304,-27.682689492137115
22.0,44.99498817993873,2.437628107762606,1.0625183011089803,16.019168827015875,16.485696584173866
22.5,10.726038966230135,16.653789842741702,1.9374816988910482,-12.769095622580124,20.45178511471721
23.0,-19.033618651713567,-4.379828808971837,7.807726094354962,20.831613923689048,-11.225892557358605
23.5,2.6201711910281347,-20.04806847641126,-33.70185831915299,-14.206723730342702,9.336479334878788
24.0,13.826894921370865,27.019168827015875,5.25479220675399,-23.225892557358605,-15.874963397782125
24.5,-30.826894921370865,-21.956650525906923,18.84606374838674,18.971100350604644,-13.033618651713567
25.0,30.754645797882432,-17.30757968548346,-23.764376620261913,0.8749633977821247,17.442347110080817
25.5,-13.360367164212875,20.562371892237422,12.509584413507952,-8.182543083265557,17.470953941733086
26.0,0.9085820494956636,10.509584413507952,6.995280997681789,21.422885465321826,-23.83633292600726
26.5,-15.937481698891048,-7.177824080947346,19.03833765403178,-1.653789842741702,-10.269242031451654
27.0,-5.605721366330442,-15.278972853831135,-55.456504117035394,-10.788557267339087,7.129755604536086
27.5,40.99026917762049,19.024180647077145,38.87968240010031,21.615452188709924,26.49041558649205
28.0,-14.322029510181096,16.14892443155199,6.076968125806644,1.0336186517135957,-13.937481698891077
28.5,7.7932762696572695,1.8077260943549618,3.0047190023181827,-18.49985359112847,9.894132224798028
29.0,-16.456796934778453,-29.812445096673173,-21.778826444959577,-7.0433494740930485,-20.908582049495692
29.5,-6.788264449596028,15.336479334878788,25.764376620261885,19.21645455272221,37.470953941733086
30.0,7.8652325754026435,-4.572102714616847,-25.30286068316522,-35.22117355504045,-36.769095622580124
30.5,21.50486541118974,16.605721366330442,3.091417950504308,19.95193152358877,38.84606374838677
31.0,-16.49041558649205,-25.307579685483432,10.019168827015903,20.225892557358605,-4.447066112399028
31.5,-31.562371892237422,5.403716638305951,-6.475965761794384,-28.177824080947346,-27.1875549033268
32.0,31.360367164212903,-8.961369528225163,9.95193152358874,35.18254308326556,9.466527757157962
32.5,4.2981416808470385,9.84606374838674,-18.30286068316522,-30.879682400100336,6.03833765403175
33.0,-20.081687128124855,15.894132224798028,17.091417950504336,22.80271427429369,-28.706577321471144
33.5,-9.75965761794373,-25.240342382056298,-31.187554903326856,-45.831613923689076,-16.980831172984097
34.0,41.081687128124855,15.726038966230135,22.524034238205644,36.7932762696573,49.87496339778207
34.5,2.639340018044038,-14.052787478729442,-4.899144044859298,-25.052787478729442,-10.634621015725799
35.0,-32.56709089455563,14.29312986078574,22.918312871875173,29.70185831915296,3.6537898427417304
35.5,-1.2645230291334428,-22.706577321471173,-0.03863047177483736,-27.40371663830595,-12.586552539314596
36.0,10.80772609435499,16.370097986592356,-8.259511209072201,3.3509291595764807,9.730757968548346
36.5,-5.317310507862942,-14.524034238205644,-16.28841085846753,1.7643766202619133,2.365378984274173
37.0,26.432616287701308,4.475965761794384,-12.259511209072201,13.115305779838422,17.23562337973806
