Time,Correlation 2-0,Correlation 2-1,Correlation 2-3,Correlation 2-4
27.5,0.03638622361343738,0.5137847353458713,0.483046701211632,0.13370370786346494
28.0,0.033123514466113724,0.5143733059647885,0.48271126109600726,0.12913602559420662
28.5,0.03366183183306378,0.51435068515207,0.4762499475523091,0.12970664798377668
29.0,0.04829055971268908,0.5274116651194132,0.47855662500741997,0.1498486602624116
29.5,0.04075460625011789,0.5326477476034888,0.48883300718925937,0.1842517818948095
30.0,0.032553929057156886,0.530939861451154,0.5076692408146373,0.21796517262010526
30.5,0.03423917880220119,0.5299625628562069,0.5053336410078471,0.21470801972343412
31.0,0.028008799201551467,0.5128464497082132,0.5077689334004972,0.21208808767847215
31.5,0.03600758811788241,0.5109303838683735,0.5066110899087544,0.2165792937755957
32.0,0.045781657231921645,0.5057243223921485,0.5061044388844951,0.21918049110373222
32.5,0.04280238887293514,0.4951342586780046,0.5159850767529119,0.2134205970139801
33.0,0.03031330367050893,0.49963967131289333,0.5223258739997555,0.18958085477888814
33.5,0.0406467216729415,0.5143510615529306,0.545781544249462,0.2059383495040743
34.0,0.06957208034269402,0.5194472276376413,0.5567110453290096,0.23446140685492323
34.5,0.06915730842984942,0.5200507907156132,0.5551650847005506,0.23605057717956773
35.0,0.04331923439338793,0.5242710036449039,0.5645144036881223,0.23636204197780825
35.5,0.04336063924738287,0.5200468818628243,0.5583157708038281,0.2360486893569905
36.0,0.04007316344305142,0.5123068455064154,0.5565931059709125,0.23235133551966106
36.5,0.042933607309255856,0.5165987754661726,0.5531315227287822,0.23011458399212886
37.0,0.03174310023057432,0.5134177817185759,0.5450574588406362,0.2209375653311264
37.5,0.021648388919213533,0.516101931225878,0.534938927428531,0.18591691964401472
38.0,0.025869433800601693,0.5161502611663239,0.5361107742463954,0.19057426691670154
38.5,0.020461300198206227,0.5165752469006529,0.5351484048567878,0.18774917148445558
39.0,0.019938319971378248,0.5137282522714198,0.5332497266746552,0.18428763824842814
39.5,0.012617224700941322,0.5049792287351238,0.5354686655733074,0.18822614087710218
40.0,0.009028563700926565,0.4970870970717417,0.537529556990252,0.19139878929774257
40.5,0.017766983385528453,0.5002291927922602,0.5418440053820849,0.20393649894929447
41.0,0.017457783643383285,0.49848104206777316,0.5416830476083497,0.1999106278258628
41.5,0.018305839006206946,0.4971457798996198,0.5403019761376099,0.2004562782316389
42.0,0.00954706849403862,0.496346369406081,0.5405565958986539,0.19133329292358311
42.5,-0.006666759456266606,0.4942963461185025,0.5236628467755006,0.1604660239997619
43.0,-0.002671562354807971,0.49610412685967836,0.5199900698219314,0.15214227063958938
43.5,-0.007879553422778341,0.5017997226075163,0.5243664359712186,0.15199984441785763
44.0,-0.006521759870346949,0.49310108909489186,0.5232914427001618,0.15511237689736562
44.5,-0.003987357249107961,0.4973753331889893,0.49997192854181105,0.14261344096839387
45.0,-0.032962547195259526,0.50217302454416,0.4786140763440147,0.12183839334543485
45.5,-0.042732995178623404,0.5157970307372408,0.4867557186255599,0.08932279887519506
46.0,-0.020154126791992584,0.5271988377015824,0.49345481061223256,0.07936599291326141
46.5,-0.017619832110710356,0.5287243318161499,0.4914742898593282,0.07811460917263002
47.0,-0.020172365525189907,0.5188034307788234,0.49191042431800075,0.07661268454627958
47.5,-0.026232879364914745,0.5221244835853657,0.49215743796412564,0.06420746672023883
48.0,-0.026394543128236005,0.5206558326917791,0.49193962138706215,0.06430557637999963
48.5,-0.024438295555378613,0.5167949610202407,0.49505506066274746,0.07056997718225785
49.0,-0.020873517413558213,0.5164974697375724,0.49466217575207544,0.07044097094495955
49.5,-0.02899340157063591,0.5107296062532045,0.49631262397758824,0.06702424345426146
50.0,-0.03739565865807588,0.5019470262894692,0.4846825712968805,0.053191999280552495
50.5,-0.032372069870378946,0.5024424729126438,0.48289000389762393,0.057115148118014596
51.0,-0.021613894060339738,0.5020303169935104,0.4861398480122612,0.06394402576753094
51.5,-0.0248005687586254,0.4971687430612331,0.48593236847386156,0.06133452918956619
52.0,-0.01985748586513393,0.4959504266417749,0.4862451080155789,0.06544533741784225
52.5,-0.019216158716456298,0.49545007790932283,0.48627713057604033,0.06575852816967913
53.0,-0.009211987066840453,0.5046000207247713,0.49849070978333804,0.10361596934052422
53.5,-0.00444851468450048,0.49511217951795256,0.5032947915623437,0.11484953541362927
54.0,-0.0076315692022902665,0.49346946398377245,0.5032317297288242,0.11571989444449868
54.5,-0.0031904714886921304,0.4919354184584858,0.504079867598218,0.10956702046208237
55.0,-0.004818188059018892,0.49563899628485325,0.5157709631230181,0.10493733988399236
55.5,-0.0033063702137038336,0.5009105382001977,0.5250456512760038,0.10933906934967419
56.0,-0.00589750092205381,0.4989122693078861,0.526354971002283,0.11629460919599388
56.5,-0.002491187000828196,0.5027393730141442,0.5328233707856825,0.13188056874412116
57.0,-0.0017754345047878068,0.5003116133194611,0.5328060255969288,0.1314970673998642
57.5,0.0034131683190829778,0.5011241496066918,0.5325622849567628,0.13192934447861424
58.0,0.0027082979913626358,0.49855061962205677,0.5331353723851351,0.13183254461206534
58.5,-0.007993313808715792,0.4980564094901282,0.5351436025345793,0.12238222137156683
59.0,-0.008598981111841661,0.49592408120826187,0.5339452311700861,0.12070811887378617
59.5,-0.0027682953844975398,0.5006191493847717,0.5346096971751109,0.12736337095731917
60.0,-0.0022342709531592156,0.501225782308003,0.535119571010164,0.1274271850408127
60.5,0.0015950162921509943,0.5035031065071185,0.5343616957668595,0.12776394486729312
61.0,0.002046726241964945,0.5033044287608337,0.5320358233676966,0.12738398565182615
61.5,0.00037863734427114574,0.5038539361991304,0.5368047633306517,0.1332741365509784
62.0,0.001765852059686538,0.5005475931479167,0.5368989190822131,0.13291733800267252
62.5,0.0013757898233899433,0.495168799648442,0.53309156972022,0.13369157597001366
63.0,0.0012823574894738588,0.4959540508620294,0.5328261107103541,0.13271333110667333
63.5,0.01890971425819187,0.5056440234185186,0.5195844416788982,0.15069205299427532
64.0,0.017825374431264824,0.505402275247516,0.5172926311893564,0.14956437939328548
64.5,0.014981918601463008,0.508572454144347,0.5206656115106114,0.15330630001070603
65.0,0.018857345740164885,0.5137759501584377,0.5173617661548562,0.15648694747652345
65.5,0.027199406244646215,0.5150356456193367,0.5160276331082273,0.15729493161180466
66.0,0.026558192198354303,0.5145087046676299,0.5160212453430482,0.1572812886210717
66.5,0.023897354381311135,0.5139752269814266,0.5164424030104898,0.15658218835772283
67.0,0.007548598533960302,0.5058592620494043,0.5177831382744332,0.14953288503057238
67.5,-0.0002524852816518304,0.4955916103656493,0.5165455530592407,0.14719298202953665
68.0,-0.000688340826884618,0.49567924968847443,0.5129237106538885,0.14642669414193607
68.5,0.0054291424690444245,0.4980066128872693,0.5173726130674563,0.15114441114590588
69.0,0.007790334572163341,0.5017382230372133,0.521800516912562,0.15347139755870112
69.5,0.0004628278675825036,0.49257650798694624,0.5296567491858123,0.1542624857163555
70.0,-0.0018206292063000038,0.4878352876958538,0.5268410077563103,0.15405919129083384
70.5,0.012005540503038406,0.49277835780708695,0.5418060564699968,0.16634484568409946
71.0,0.011340899021377747,0.4913729281108039,0.5433108400938191,0.17106957291704622
71.5,0.013408703230692015,0.49324214132797967,0.5446940880958698,0.1738702202434664
72.0,0.011543785527660182,0.4901484467530114,0.5447675726704106,0.17206399782580847
72.5,0.0024235084601408555,0.4842831150811963,0.5433574107329029,0.16730835873100658
73.0,0.0003983100695020325,0.48405548021306577,0.5440869340784215,0.16246923307280847
73.5,-0.005085610005625226,0.48556318792066067,0.542472756814618,0.1526932366305335
74.0,-0.003447341869192206,0.4876822710687602,0.5430548401752265,0.15756134969739197
74.5,-0.004518822091537543,0.4887144866490867,0.5447177808012149,0.15850733103365636
75.0,-0.008195132084394529,0.4871012644883314,0.546633740121565,0.15825430053672632
75.5,-0.018288244557127405,0.47345562027723126,0.5484867550915123,0.1518843032240494
76.0,-0.02812323021926075,0.47267251910879526,0.5421090786319692,0.13869654344494778
76.5,-0.03301022210491675,0.4736969164631036,0.53896694011434,0.13476825947713847
77.0,-0.028483512542277482,0.47794327064532754,0.5425606101961074,0.13217765436527903
77.5,-0.03878287436422424,0.4720503898005447,0.5505204614447663,0.13953821367238983
78.0,-0.03092404733847645,0.47489930978175143,0.5482831489089637,0.13589337947520835
78.5,-0.0149372985676289,0.48376511175214587,0.554722297918605,0.13690291496778345
79.0,-0.011508369834703573,0.48695945815489533,0.5711620583335005,0.1562543825415848
79.5,-0.011846902833971855,0.48693859948455065,0.5640534576529295,0.153761246324756
80.0,-0.010875599477415647,0.4865193338761451,0.5640651306431359,0.15382419467050298
80.5,-0.009782650703432687,0.4824809207900836,0.56502986971011,0.15327807242079639
81.0,-0.0032011938447521824,0.48151419502772447,0.5653369004935256,0.15409138065352232
81.5,0.010394624143678881,0.48231263290693965,0.5672630877611085,0.15894342813342163
82.0,0.010439119775651456,0.4737225539966659,0.5674121727921153,0.157202956519402
82.5,0.014400688311187203,0.4791226051463475,0.5621968314931438,0.15825003740157986
83.0,0.00651089973331808,0.483949157673771,0.5543842413532,0.14432114206520955
83.5,0.004468247809258979,0.482956333160327,0.5546385551053726,0.14299145244355427
84.0,0.004073392743426447,0.48125272271432895,0.5549041996702819,0.14082605453895028
84.5,0.005865163328327674,0.4820758861213253,0.5554980176937786,0.14431275560419107
85.0,0.010608070902207391,0.48119341179449027,0.5564208716894279,0.1481104512731646
85.5,0.008489325029126388,0.48223000978181524,0.5556359605290596,0.14438218179610687
86.0,0.011082389903074662,0.4824364762981215,0.5514619703933028,0.13923247525075527
86.5,0.014202440196250372,0.48326307448003303,0.5399855831685986,0.13585042855885873
87.0,0.01497340331335652,0.4834226343200102,0.5393693492489697,0.1365265356434658
87.5,0.014726974600883253,0.4834066792545102,0.5372256511274418,0.1354831674533897
88.0,0.014527464399755835,0.4823979448943392,0.5369127194267406,0.13546625283429786
88.5,0.014342006450287605,0.4825869228239156,0.5329594999169036,0.13308366727676846
89.0,0.015007500425056284,0.48751581073088934,0.5247570948543115,0.11742288674735438
89.5,0.012104781161284729,0.489991373862082,0.527772021168268,0.10907404208690163
90.0,0.015023988806062148,0.48996772967432534,0.5361826682612753,0.11374014882282844
90.5,0.015986106786867516,0.48996605360704365,0.5366104676449459,0.11296384342924386
91.0,0.013846797929761649,0.4891708375503064,0.5386521839809395,0.11873958324541654
91.5,0.018682236095268995,0.4907522457070849,0.5398895617802145,0.11851230115920793
92.0,0.019819661137927196,0.4928062769430355,0.5422283421957615,0.11825985892773672
92.5,0.018962376389110136,0.49333216502256455,0.5389265534497629,0.11774809000433631
93.0,0.019051366351041606,0.49172762253408947,0.5397841601596732,0.11804696804423674
93.5,0.020728290473984463,0.49140352211339056,0.5398466197927219,0.11858673964472559
94.0,0.02897676860170442,0.4911322822200951,0.5448030208957659,0.12948468978777644
94.5,0.028323351795066017,0.48451398929804157,0.5450128194390308,0.12880491801060787
95.0,0.023884481776055087,0.4721855210367304,0.5451035391324562,0.12806431680211458
95.5,0.010220987767062205,0.45425298041272655,0.5439678105469024,0.12344648390737144
96.0,0.015420389185162931,0.45556327013105435,0.5436215815026191,0.12700650814492415
96.5,0.015642538269142404,0.45674757599710825,0.5404962142151011,0.13001419426066213
97.0,0.018082617330726344,0.4532498212392683,0.5413753378091819,0.1234439635059317
97.5,0.020919277210499677,0.45316974324852993,0.541334909541624,0.12133567324072604
98.0,0.025196269151486265,0.45502449456729605,0.5402925925396261,0.11970013328202243
98.5,0.02057247548076726,0.450983659515372,0.5318283948253316,0.11861214651027148
99.0,0.020508499388373735,0.4496996953002782,0.5315016260509277,0.11781035317428264
99.5,0.015957712408391105,0.43853105372532997,0.5303743334203863,0.11446777400872939
100.0,0.015875345522704913,0.4380211756579624,0.5268973218773543,0.11398061610723233
100.5,0.017022409239491918,0.43836842973259127,0.5275240210699239,0.11466650179525172
101.0,0.016912526487198442,0.4365541351393581,0.5275254809047045,0.11467769519489895
101.5,0.017507462465830844,0.43326112365992614,0.5286934932392331,0.11636181406147124
102.0,0.01725696075575162,0.4330695561086502,0.5273390592637707,0.11571710109117453
102.5,0.01713885348123449,0.4331952591658367,0.5261789196477583,0.11497410019382405
103.0,0.01754322161357767,0.43203062806353315,0.5262908973324812,0.11543169539548363
103.5,0.01741252556220349,0.440607007737146,0.5285750612905211,0.11073149391213184
104.0,0.02166039284030616,0.4464208097234585,0.5352392393882859,0.11259026672832533
104.5,0.020462367707688067,0.44536422056186364,0.5357889972650675,0.10944345534998785
105.0,0.016568660478739266,0.4499469082606308,0.5303443804703022,0.09749902101386138
105.5,0.013968545512893641,0.4543735487915281,0.5155177461384035,0.0872635979261252
106.0,0.012041678154884414,0.45421132795246727,0.5117324104886594,0.08460684239120403
106.5,0.012716117692304138,0.4541733625427874,0.510561509263068,0.08455708021572673
107.0,0.014579579299305506,0.4539789837655762,0.5095524108420733,0.08461127270079352
107.5,0.016211756146809832,0.45173621582919204,0.5067228625015932,0.08620625936693842
108.0,0.032333080402665804,0.45701662163067047,0.5015531122283211,0.0931730252578108
108.5,0.039505358992819005,0.4601713153192811,0.503157961405274,0.09412012514712903
109.0,0.03911153294686968,0.46015713871113345,0.5031750747005855,0.09439686513837159
109.5,0.03581519886145506,0.4601338053481541,0.5169212331921129,0.11310361697012773
110.0,0.04011739319712775,0.4666720409983089,0.5155032964858653,0.1226203964697984
110.5,0.04011238366779789,0.46667371445124134,0.515373311182146,0.12258759000725077
111.0,0.04202520648753832,0.4697581714246389,0.5052709241112225,0.11453798285813069
111.5,0.04592686883671128,0.46928024723089573,0.505208382296039,0.10964137853647532
112.0,0.04690347729609726,0.4664521096035109,0.5063740801716868,0.11005662293301605
112.5,0.0494724938874544,0.46663417056801126,0.5062612833628479,0.11228492112475402
113.0,0.0591418556041318,0.47036657565863105,0.5077239236278548,0.12107564192888313
113.5,0.06299386591672833,0.46992799223817755,0.5085047655165936,0.12529189183578668
114.0,0.06301958985390356,0.4688617904594976,0.5046865194317449,0.12390234188890567
114.5,0.0657139923164845,0.4708016195476065,0.5065915519769523,0.13097382514200295
115.0,0.06968212403975235,0.4720509761534082,0.5077095232521908,0.13456892826144
115.5,0.06954116502009619,0.47142120130530746,0.5031958521020641,0.13436034816220122
116.0,0.06922605560191339,0.4688534551244752,0.48790145467362545,0.13228093046842337
116.5,0.07474028713309809,0.47157520142852655,0.47000123425589785,0.12708720116180927
117.0,0.06551770159834829,0.47240410060572047,0.4630965670577465,0.11639739568607553
117.5,0.07168480117488481,0.4725405670292271,0.4644747958610961,0.12169278105941933
118.0,0.07830070505654212,0.4730010783036498,0.47263844400553906,0.13148398422597857
118.5,0.07267465748877827,0.4759390734068031,0.46331039345010094,0.13231135172868405
119.0,0.07281368117221095,0.4759063069226289,0.4633788546061725,0.13182758363705963
119.5,0.07617283067133207,0.4870070289572846,0.44547322168720027,0.12460632797009752
120.0,0.07157806446673955,0.49194722599311397,0.42945934872953057,0.11799080831833855
120.5,0.06971720129628567,0.49195492177653277,0.4259675864149332,0.11680359772563169
121.0,0.06905723953806711,0.490075128888159,0.42725422876695174,0.11727508938190188
121.5,0.06953905029549105,0.4902241843709074,0.42732358149460054,0.11775647688652972
122.0,0.06857812570113177,0.4901788124330923,0.4283321078049595,0.12123015871006355
122.5,0.06930497676245644,0.4907607770908951,0.42703766428518364,0.12220181377170364
123.0,0.06666304887300648,0.48766081391166843,0.42633266815627924,0.12154773525706192
123.5,0.06702370405053645,0.48814862204675125,0.4265571290089932,0.12275885770311346
124.0,0.0698867122110698,0.48930925301004874,0.4255180382263979,0.12269941331487971
124.5,0.07232815445065535,0.49184908431403207,0.42658556548814314,0.12449541182353425
125.0,0.07243121335594808,0.48652201060436306,0.4253669851411162,0.12373400362204116
125.5,0.0706606435784792,0.4885824793814269,0.42249788369041985,0.11340943722731603
126.0,0.07167065158096228,0.48831454974063315,0.4225001751828251,0.11306179965726938
126.5,0.06900986541885852,0.4848590910559163,0.4210937853916382,0.11040689468743407
127.0,0.06808898369653668,0.48434959388980847,0.4213977039012626,0.10811526827911745
127.5,0.06833866512161736,0.48433387972190584,0.42111158301885604,0.10807672997213402
128.0,0.06495340731571178,0.48343313073308775,0.4204519351234703,0.10604767094319374
128.5,0.06592968556527629,0.4832734348840977,0.4207927432282054,0.10650187075358877
129.0,0.06829993289832988,0.4832123576775258,0.419876045062421,0.10952771897007121
129.5,0.06466605790153651,0.4846060891635098,0.4197083718582958,0.10201205601980079
130.0,0.06694045044678455,0.48643648539784023,0.418207116916159,0.09974601964920128
130.5,0.06692804441555683,0.48636880075854455,0.418264041450996,0.1003153856992309
131.0,0.06607724442801975,0.4851590816041927,0.4180524033289816,0.09950513743447885
131.5,0.06580683888490368,0.4852183580878232,0.41812307078180133,0.09940395260430648
132.0,0.06509291535858025,0.48564214502837644,0.4168660003068259,0.09875904798110467
132.5,0.06492519697312119,0.48569784765435636,0.4168325312646377,0.09885017602618767
133.0,0.06585768344725719,0.48422034022972954,0.41414399977962785,0.09809038743033544
133.5,0.06726253158755247,0.4822805221209786,0.4187605225493328,0.10088783258446023
134.0,0.06705514130004832,0.479933103641839,0.41847251965502075,0.10121796339124932
134.5,0.0667042217569186,0.48242347874382746,0.42185434006935263,0.09938337783871116
135.0,0.06800759830182626,0.4812512598884652,0.4219668058359535,0.10092101064627734
135.5,0.0670378454943146,0.4789442909142896,0.42210430927895704,0.10069726972316524
136.0,0.06956169707600385,0.4823326803066724,0.41807225137427756,0.0983937703518961
136.5,0.06317847982599062,0.4816631137220694,0.4177509043500219,0.09697245659629564
137.0,0.06247742392359065,0.4809976154218908,0.416532083681402,0.09700687525505426
137.5,0.06239640139429403,0.47906664411150485,0.4161933795603054,0.09662424528913748
138.0,0.06006398810430764,0.4783464040277553,0.4178195404551221,0.09665933241403482
138.5,0.059382310948385766,0.47872087775282546,0.41773767702120035,0.0953599977702049
139.0,0.060271758072182144,0.47954007326472115,0.4138451136759861,0.09393851814753226
139.5,0.05768280338199361,0.4791734687753718,0.40736760493121466,0.09051424368782846
140.0,0.06656837721657745,0.4810444227943199,0.41215600513843675,0.08921256826030115
140.5,0.07978571550266877,0.491131728934865,0.417416411636497,0.08864747854840006
141.0,0.08102914784057191,0.48835085589505556,0.4173483787939497,0.08850394799801888
141.5,0.08154001411051691,0.48772259422429015,0.41792355058740394,0.0877593271322471
142.0,0.08647392879645463,0.4895969607439796,0.42158941389374505,0.08674199471937319
142.5,0.08892730937283516,0.49416980588205084,0.4203796851583096,0.08248201127836761
143.0,0.08958244522934286,0.4937914908666847,0.42098038411120464,0.08334005637934784
143.5,0.08981942419366229,0.49396424378572407,0.42120970077188863,0.08378257505613222
144.0,0.08963508997717962,0.4933807743643344,0.42115706997663954,0.08365677430351527
144.5,0.09025292233633887,0.4915277144179306,0.4212285708378636,0.08309925418315328
145.0,0.09070503561239047,0.49091635055748595,0.421864448870296,0.07751348988132808
145.5,0.09091339382495751,0.49109350520398,0.42180368029073895,0.07783202085255729
146.0,0.09230928466365,0.4906717926974974,0.4225141157920919,0.08009401343898788
146.5,0.09139800554736059,0.4892451195179525,0.42288026846777305,0.08112570454913659
147.0,0.09015929246031353,0.4904856373221242,0.4203124796327643,0.07522381838334395
147.5,0.09031561247403072,0.49286390947035463,0.41762149337301624,0.06952953666616767
148.0,0.0881371545580595,0.49220126352734106,0.41773160057825826,0.06868048108268868
148.5,0.08747814825508053,0.4869273582875969,0.4182606861167646,0.070489036365458
149.0,0.083934402764381,0.4769391689595861,0.42100584785064216,0.06913870035710151
149.5,0.08492698427244852,0.4771704340293589,0.41993667097785053,0.07108179179047333
150.0,0.08705712197193399,0.47757368990100174,0.4186122585285426,0.07366310410860344
150.5,0.08699058878178477,0.47582704287633465,0.418769550332454,0.07411206214497484
151.0,0.09384101309063975,0.4750810807435757,0.429742780380047,0.08834997833399252
151.5,0.09582409791544287,0.4758196022353507,0.4311269951006518,0.0904491446340179
152.0,0.09531025430064255,0.4726183749060747,0.43112103226445864,0.09039062401005134
152.5,0.09562050912544605,0.4728075479497113,0.43133458552746845,0.09046405686843441
153.0,0.10169113284173793,0.4757202576294235,0.432872834231253,0.09223168565560723
153.5,0.10160871752165332,0.47574326768322606,0.43221889914574496,0.09182881283125383
154.0,0.11040357184043396,0.4833382359149458,0.4348841107029012,0.09844333048652208
154.5,0.11173937151135971,0.4857706958723365,0.4313635265848846,0.09604098105081504
155.0,0.11221720074726055,0.4856445587400474,0.4314939553964828,0.09658890031835422
155.5,0.1132765013922262,0.4858157774446012,0.42753841309004836,0.09583215933368161
156.0,0.11370260506069738,0.48462141344167714,0.426401240761231,0.09621696344715001
156.5,0.11126706279655572,0.4857221763801279,0.42759648296342595,0.09850080155728921
157.0,0.11249430323872821,0.4847953379355058,0.42877369491962253,0.09603551497344899
157.5,0.11271581051743093,0.48480092085184523,0.4287141805213527,0.09598293307898785
158.0,0.11230597892761955,0.4848670435062047,0.42990988728083407,0.09612511878290565
158.5,0.106542655068793,0.48391723291759386,0.4293711411444045,0.09389460464108922
159.0,0.11175048210174848,0.4837449948738424,0.43058080549035316,0.09604206359389994
159.5,0.10963197057596864,0.48618567060573586,0.4250388221365805,0.08916968654007222
160.0,0.11082030715538989,0.48479528376646236,0.42519776231225576,0.0915855724005812
160.5,0.11030825471853546,0.4844594584246333,0.4235397670612503,0.0924229634967276
161.0,0.11011422255258353,0.48521496338700376,0.4244411108983117,0.09278271212033587
161.5,0.1089529833457043,0.48321872344876743,0.4198671901641385,0.08886247910614808
162.0,0.10667827755931993,0.48082081961194295,0.4181211511927971,0.08446190722749242
162.5,0.10856917140085609,0.4810301962093186,0.41919010767517745,0.08485974762940371
163.0,0.10894183428334175,0.48032957780126956,0.4194888182780202,0.08354169252096898
163.5,0.1049529790465461,0.47474470739184244,0.4208902753447162,0.08555991917158956
164.0,0.10207865871783227,0.46694845162778,0.4220959776167664,0.0853420507085894
164.5,0.10264162370296963,0.4672300270810458,0.4211660489238426,0.08562343823535842
165.0,0.10469367866803406,0.4678482276625975,0.418698863950654,0.0861272551828692
165.5,0.10495360297527552,0.46773697670733505,0.4169479346083656,0.08574904369675596
166.0,0.10491174750780169,0.46771319229789704,0.41674196585923234,0.085746763190597
166.5,0.10600523728415048,0.4656736392912401,0.41732534696435786,0.08669033537874027
167.0,0.10888522422543301,0.46479264216605204,0.4192866215371751,0.08553623826025265
167.5,0.11276662591474525,0.46626764602160087,0.4208135601331503,0.08900832988655355
168.0,0.11259770928836846,0.4659056937468238,0.4165936178189468,0.0861836544777399
168.5,0.11305193487096782,0.46317839122975263,0.41392763946653643,0.08483464130163712
169.0,0.11292914877938207,0.463517665981014,0.4121094069577317,0.08480212037750455
169.5,0.11239526799754897,0.4630350697173958,0.41210371708705895,0.08369626608335064
170.0,0.10981836327721885,0.46311843143876724,0.4133210576871105,0.08079963399153753
170.5,0.10719688497310505,0.46233068091956303,0.41190835870768633,0.07944229505037624
171.0,0.11008417871574337,0.46330808844505994,0.4130012649558965,0.0814517488837128
171.5,0.11432247276795858,0.466549500283252,0.4131079606481583,0.08277295673296715
172.0,0.11284762178681625,0.46877058474820915,0.41407472000061213,0.08076599013757815
172.5,0.1093301194542093,0.46896921794374063,0.41644283668907506,0.08030514236527937
173.0,0.11108266643514224,0.47014492658674306,0.417722422551455,0.08181797003363174
173.5,0.11498218465650577,0.4715554297516465,0.41945273313656595,0.08564335884039086
174.0,0.1204506023688155,0.473133036400807,0.421344320268823,0.09049237051415518
174.5,0.11531336313250924,0.4670910698678323,0.4213922609504749,0.08831052613660235
175.0,0.12051275075647071,0.472422348719468,0.4190100331971968,0.08379903486633342
